0.40000000   -2.00000000   -0.60101832 
0.40000000   -1.96638655   -0.67627068 
0.40000000   -1.93277311   -0.75083580 
0.40000000   -1.89915966   -0.82471370 
0.40000000   -1.86554622   -0.89790437 
0.40000000   -1.83193277   -0.97040782 
0.40000000   -1.79831933   -1.04222404 
0.40000000   -1.76470588   -1.11335304 
0.40000000   -1.73109244   -1.18379481 
0.40000000   -1.69747899   -1.25354935 
0.40000000   -1.66386555   -1.32261667 
0.40000000   -1.63025210   -1.39099676 
0.40000000   -1.59663866   -1.45868963 
0.40000000   -1.56302521   -1.52569527 
0.40000000   -1.52941176   -1.59201369 
0.40000000   -1.49579832   -1.65764488 
0.40000000   -1.46218487   -1.72258884 
0.40000000   -1.42857143   -1.78684558 
0.40000000   -1.39495798   -1.85041509 
0.40000000   -1.36134454   -1.91329737 
0.40000000   -1.32773109   -1.97549243 
0.40000000   -1.29411765   -2.03700027 
0.40000000   -1.26050420   -2.09782088 
0.40000000   -1.22689076   -2.15795426 
0.40000000   -1.19327731   -2.21740042 
0.40000000   -1.15966387   -2.27615935 
0.40000000   -1.12605042   -2.33423106 
0.40000000   -1.09243697   -2.39161553 
0.40000000   -1.05882353   -2.44831279 
0.40000000   -1.02521008   -2.50432282 
0.40000000   -0.99159664   -2.55964562 
0.40000000   -0.95798319   -2.61428120 
0.40000000   -0.92436975   -2.66822955 
0.40000000   -0.89075630   -2.72149067 
0.40000000   -0.85714286   -2.77406457 
0.40000000   -0.82352941   -2.82595124 
0.40000000   -0.78991597   -2.87715069 
0.40000000   -0.75630252   -2.92766291 
0.40000000   -0.72268908   -2.97748791 
0.40000000   -0.68907563   -3.02662568 
0.40000000   -0.65546218   -3.07507622 
0.40000000   -0.62184874   -3.12283954 
0.40000000   -0.58823529   -3.16991563 
0.40000000   -0.55462185   -3.21630450 
0.40000000   -0.52100840   -3.26200614 
0.40000000   -0.48739496   -3.30702056 
0.40000000   -0.45378151   -3.35134775 
0.40000000   -0.42016807   -3.39498771 
0.40000000   -0.38655462   -3.43794045 
0.40000000   -0.35294118   -3.48020596 
0.40000000   -0.31932773   -3.52178424 
0.40000000   -0.28571429   -3.56267530 
0.40000000   -0.25210084   -3.60287914 
0.40000000   -0.21848739   -3.64239575 
0.40000000   -0.18487395   -3.68122513 
0.40000000   -0.15126050   -3.71936729 
0.40000000   -0.11764706   -3.75682222 
